iter	MultiClass
307	0.005261320899
308	0.005249633812
309	0.005239619343
310	0.005230072779
311	0.00522077695
312	0.005199684776
313	0.005192211914
314	0.005185692788
315	0.005179390784
316	0.00516670097
317	0.005160937535
318	0.005146164401
319	0.005132824551
320	0.00512348603
321	0.005107769565
322	0.005097683665
323	0.005091563756
324	0.005086027435
325	0.00508137361
326	0.00507513006
327	0.005056984899
328	0.005052542774
329	0.005043808999
330	0.005031927738
331	0.005025707976
332	0.005010974023
333	0.005003414782
334	0.004970358375
335	0.004958177446
336	0.00494745794
337	0.004939417644
338	0.004934986084
339	0.004917909448
340	0.004910011218
341	0.004907043798
342	0.004893018759
343	0.004886383968
344	0.004882889572
345	0.004874907598
346	0.004868826978
347	0.00485392394
348	0.004848034483
349	0.004839450519
350	0.004837137598
351	0.004829127274
352	0.004815384462
353	0.004804982247
354	0.004788122203
355	0.004777686031
356	0.004769808548
357	0.004760944587
358	0.004757474544
359	0.004747116803
360	0.004721375309
361	0.004716805136
362	0.004712077972
363	0.004708340677
364	0.004700363824
365	0.004695243747
366	0.004682119004
367	0.00467432992
368	0.004668155903
369	0.00465659894
370	0.004648880081
371	0.004644438352
372	0.004635320846
373	0.004623378211
374	0.004615144509
375	0.004611938068
376	0.00460688775
377	0.004584137205
378	0.004573365492
379	0.004567201135
380	0.004560403104
381	0.004552963629
382	0.004544483962
383	0.004538695387
384	0.004526741343
385	0.004523483083
386	0.004501270424
387	0.004495610393
388	0.004487940917
389	0.004480315679
390	0.004472777338
391	0.004460598999
392	0.004450720826
393	0.004434211761
394	0.004426166991
395	0.004399022341
396	0.004390962757
397	0.004375717084
398	0.004371647551
399	0.00436518991
400	0.004361295109
401	0.004353572201
402	0.004347686971
403	0.004341476144
404	0.004336205837
405	0.004327650179
406	0.004322340962
407	0.004315444926
408	0.00430689164
409	0.004293096091
410	0.004285801094
411	0.004279567035
412	0.004268120166
413	0.004263176692
414	0.004260118094
415	0.004241377665
416	0.004229204147
417	0.004226331791
418	0.004218977027
419	0.004212286152
420	0.004206257293
421	0.004200828251
422	0.004198527054
423	0.004186104107
424	0.004178599836
425	0.00416660727
426	0.004160244693
427	0.004156643333
428	0.004145673021
429	0.004140198751
430	0.004136579907
431	0.004127918388
432	0.004124705532
433	0.004107290113
434	0.004099628242
435	0.004095690963
436	0.004090194324
437	0.004085195466
438	0.004082355421
439	0.004074957589
440	0.004068759149
441	0.004064255458
442	0.004055856823
443	0.004051518596
444	0.004035417761
445	0.00402694366
446	0.00402269505
447	0.004016555938
448	0.004009830323
449	0.003998928157
450	0.003992658165
451	0.003989830319
452	0.003984399771
453	0.003980896072
454	0.003976705966
455	0.003972976964
456	0.003969484604
457	0.003952722351
458	0.003947711806
459	0.003941138698
460	0.003936733406
461	0.003922733403
462	0.003917113303
463	0.003914483116
464	0.003910290097
465	0.003907831285
466	0.003902529928
467	0.003898475057
468	0.003884256058
469	0.003880620529
470	0.003866777933
471	0.0038621044
472	0.003857540227
473	0.003852803969
474	0.003847533835
475	0.003837865709
476	0.00383506161
477	0.003830329139
478	0.003823513545
479	0.003818691548
480	0.003814879474
481	0.003810362712
482	0.003791000748
483	0.003789293576
484	0.003779738408
485	0.003771561848
486	0.003764443879
487	0.003760402443
488	0.003755621109
489	0.003752739032
490	0.003750373274
491	0.003747930842
492	0.003736269084
493	0.00373460514
494	0.003728994577
495	0.003726537371
496	0.003722686516
497	0.003717040579
498	0.003709467733
499	0.003705256924
500	0.003700937782
501	0.003697261289
502	0.003689952179
503	0.003683944734
504	0.003678678928
505	0.003672781895
506	0.00366884836
507	0.003662198232
508	0.003655697077
509	0.003645206258
510	0.003643096089
511	0.003636320448
512	0.003632304637
513	0.003629345523
514	0.003624357621
515	0.003619399908
516	0.003614701264
517	0.003610422698
518	0.00360716779
519	0.003602235314
520	0.003598507244
521	0.003595471847
522	0.003591940817
523	0.00358681239
524	0.00358159259
525	0.003579249226
526	0.003571183763
527	0.003565294186
528	0.003561426698
529	0.003556660612
530	0.003553637017
531	0.003549579676
532	0.003546267976
533	0.003539802937
534	0.003538300632
535	0.003535816782
536	0.003521416207
537	0.003514833601
538	0.003512888102
539	0.003509975223
540	0.003507743071
541	0.003504680096
542	0.003498686637
543	0.003494358053
544	0.003485145014
545	0.00348011246
546	0.003475752591
547	0.003471824777
548	0.003468787189
549	0.003465172359
550	0.003463114986
551	0.003460209927
552	0.003456915746
553	0.00345396945
554	0.00344830756
555	0.003443219465
556	0.00343866366
557	0.003433999678
558	0.003432822621
559	0.003427811557
560	0.003425917254
561	0.003420287761
562	0.003415869037
563	0.003412879109
564	0.003407729389
565	0.003402972554
566	0.00339949146
567	0.003391978149
568	0.003387382544
569	0.003382587369
570	0.003379546955
571	0.003373007529
572	0.003370351641
573	0.003367373012
574	0.003364656986
575	0.003359169702
576	0.003353941419
577	0.003350929886
578	0.003336122004
579	0.003331836327
580	0.003330076351
581	0.003327258748
582	0.003325102869
583	0.003321617266
584	0.003318676899
585	0.003314130994
586	0.003308053303
587	0.003304968761
588	0.003302969718
589	0.003289290472
590	0.00327635048
591	0.003272051905
592	0.003267244236
593	0.003261772951
594	0.00325997587
595	0.003255748593
596	0.003251182239
597	0.003250029588
598	0.003239286169
599	0.003230611613
600	0.003225667972
601	0.003223452228
602	0.003218812659
603	0.003216927861
604	0.003210029189
605	0.003202275417
606	0.003200881299
607	0.00319638067
608	0.003191486404
609	0.003187490516
610	0.003181368406
611	0.003176115793
612	0.003166480464
613	0.003163240984
614	0.003157670974
615	0.003155413645
616	0.00315235409
617	0.003149187334
618	0.003145551998
619	0.003143155703
620	0.003136424604
621	0.003133904278
622	0.003129263374
623	0.003127471436
624	0.003123175359
625	0.00312031521
626	0.003114994953
627	0.003111581619
628	0.003108307998
629	0.003105823743
630	0.003100913449
631	0.003097180922
632	0.003093980821
633	0.003089860399
634	0.003087037428
635	0.003083782611
636	0.003081940402
637	0.003077860976
638	0.003072158036
639	0.003070052743
640	0.003068383414
641	0.003065802762
642	0.003062212569
643	0.003059691064
644	0.003055875904
645	0.003050300142
646	0.003048377575
647	0.003045034955
648	0.003041495442
649	0.003037220758
650	0.00303310225
651	0.003030516167
652	0.003027083444
653	0.003021467283
654	0.003011102573
655	0.003008077942
656	0.003005769795
657	0.002998489864
658	0.002995317558
659	0.002992438028
660	0.002988341766
661	0.00298530907
662	0.002983122476
663	0.002981528427
664	0.002976328817
665	0.002973794576
666	0.002969611581
667	0.002968028914
668	0.002961764175
669	0.002958317609
670	0.002951063421
671	0.002949094739
672	0.002946266689
673	0.002941116666
674	0.002938702752
675	0.002936618976
676	0.002925014407
677	0.002917626906
678	0.002915440874
679	0.002908738167
680	0.002905640784
681	0.002901407313
682	0.002898115543
683	0.002893438593
684	0.002888422132
685	0.002886262142
686	0.002885265052
687	0.002881340162
688	0.002879224932
689	0.002876664593
690	0.002873804284
691	0.002870805727
692	0.00286851009
693	0.002865375688
694	0.002862572291
695	0.002860838099
696	0.002859533505
697	0.002848369712
698	0.00284324668
699	0.002841935769
700	0.002832910134
701	0.002831518769
702	0.002827910389
703	0.002820067014
704	0.002815375859
705	0.002810146365
706	0.002807461803
707	0.002805229843
708	0.002802675552
709	0.002798839639
710	0.002796567708
711	0.00279339506
712	0.002792311061
713	0.002785696817
714	0.002784197016
715	0.002780870123
716	0.002777275949
717	0.002773738942
718	0.002769829104
719	0.002767033374
720	0.002763608087
721	0.002759959902
722	0.002758778678
723	0.002756209982
724	0.002753677068
725	0.002752145143
726	0.002748639553
727	0.002745851504
728	0.002740956835
729	0.002737650947
730	0.002735726619
731	0.002732426884
732	0.002730557753
733	0.002727893744
734	0.002726544835
735	0.00272440791
736	0.002721678109
737	0.002719363654
738	0.002716782425
739	0.002714383709
740	0.002707611353
741	0.002706275825
742	0.002704443753
743	0.002700745381
744	0.002698683193
745	0.002696159232
746	0.00269154641
747	0.002684726126
748	0.002683870212
749	0.002682091493
750	0.002676028334
751	0.002673342156
752	0.002670009136
753	0.002668424357
754	0.00266654173
755	0.002663885246
756	0.002663349202
757	0.002653198401
758	0.002648778018
759	0.002644468871
760	0.002642971632
761	0.002641438633
762	0.002636089403
763	0.002634671466
764	0.002627534721
765	0.002626539789
766	0.002625648087
767	0.002622320843
768	0.002619655723
769	0.002617726773
770	0.002614536462
771	0.002613625096
772	0.002611819146
773	0.002609499714
774	0.002608192718
775	0.002603458287
776	0.002601451822
777	0.002599441049
778	0.002594289105
779	0.002591997934
780	0.002589316595
781	0.002586922207
782	0.002585412494
783	0.002584306215
784	0.002583220164
785	0.002580536595
786	0.002579188621
787	0.002578266885
788	0.00257617018
789	0.00257518069
790	0.002572985484
791	0.002571410766
792	0.002569466743
793	0.002567434596
794	0.002564804606
795	0.002560185874
796	0.002559089723
797	0.002552729984
798	0.002549441741
799	0.002547519428
800	0.002544103756
801	0.002541529142
802	0.002539237446
803	0.002537873476
804	0.002536984323
805	0.002529595562
806	0.002528031082
807	0.002526047588
808	0.002524109553
809	0.002521051021
810	0.002518974917
811	0.002517442095
812	0.002516334059
813	0.00251272562
814	0.002510279121
815	0.002507086054
816	0.002506296773
817	0.002502955793
818	0.002501376869
819	0.002499839318
820	0.002498900669
821	0.002497558701
822	0.002493356895
823	0.002490638407
824	0.00248867324
825	0.002487798651
826	0.002486678539
827	0.002484288021
828	0.002483045639
829	0.002480933975
830	0.002479136672
831	0.002477678354
832	0.002473590438
833	0.002470001071
834	0.002468880505
835	0.002466668792
836	0.002463211067
837	0.002459425089
838	0.002455762334
839	0.002454607181
840	0.002451926587
841	0.002447342138
842	0.002445211034
843	0.002444616795
844	0.002442588339
845	0.002440998794
846	0.002438364482
847	0.002436918601
848	0.00243062462
849	0.00243019846
850	0.002426533009
851	0.002424800281
852	0.002422635739
853	0.002419519948
854	0.00241493956
855	0.002412155615
856	0.002409358895
857	0.002405497764
858	0.002402781843
859	0.002401159575
860	0.002396671224
861	0.0023898305
862	0.002388801173
863	0.002385441878
864	0.002384169399
865	0.002382881918
866	0.002381573882
867	0.002379645153
868	0.002377226635
869	0.002375326507
870	0.002374236189
871	0.002373664464
872	0.002371201001
873	0.002369911342
874	0.00236895271
875	0.002366730131
876	0.002361936474
877	0.002359689622
878	0.002352821925
879	0.002351017881
880	0.002347477736
881	0.002346797328
882	0.002344981156
883	0.002340774065
884	0.002339572016
885	0.002337801512
886	0.002335326208
887	0.002333347713
888	0.002329427059
889	0.002327528076
890	0.002325790414
891	0.002324203807
892	0.002321392295
893	0.002318233733
894	0.002312631248
895	0.002311083934
896	0.002308576035
897	0.002306693891
898	0.002304188774
899	0.00230196034
900	0.002300305734
901	0.002298457546
902	0.002294143402
903	0.00229303508
904	0.00229182002
905	0.002290438713
906	0.002288959903
907	0.002288362869
908	0.002285829681
909	0.002284500738
910	0.00228197385
911	0.002279849109
912	0.002277749685
913	0.002275854534
914	0.002271799339
915	0.002271290552
916	0.002270415061
917	0.00226811157
918	0.002266521629
919	0.002265438599
920	0.002260628156
921	0.002258358442
922	0.00225701318
923	0.002254089133
924	0.00225165788
925	0.002249899757
926	0.00224747456
927	0.002243715661
928	0.002243196504
929	0.002241964868
930	0.002241238424
931	0.002240299248
932	0.002239109844
933	0.002237879642
934	0.002235231034
935	0.002228987262
936	0.002228497355
937	0.002227100999
938	0.002223365938
939	0.002221601059
940	0.002220283114
941	0.002219180242
942	0.002217614383
943	0.002216260073
944	0.002215048065
945	0.002213725446
946	0.002211535189
947	0.002210856241
948	0.002208145248
949	0.002205334597
950	0.002204345089
951	0.002202989885
952	0.00219976232
953	0.002196626689
954	0.002194934317
955	0.002194201198
956	0.002192553564
957	0.002191098399
958	0.002189902555
959	0.002188397314
960	0.002186985622
961	0.002185772951
962	0.002183654611
963	0.002182787719
964	0.00217709433
965	0.002176724325
966	0.002174153677
967	0.002173017136
968	0.002171762172
969	0.002171119848
970	0.002169720139
971	0.002168431465
972	0.002166330005
973	0.002162254378
974	0.002161192464
975	0.002159581992
976	0.002157830238
977	0.002153706496
978	0.002152586197
979	0.002150139638
980	0.002148975467
981	0.002146580509
982	0.002142478157
983	0.002141538828
984	0.002139075137
985	0.002138246264
986	0.002137226989
987	0.00213654158
988	0.002135661186
989	0.002134755604
990	0.002133283102
991	0.002130652695
992	0.002128220783
993	0.002127090337
994	0.00212604846
995	0.002124768509
996	0.002123101176
997	0.002121252549
998	0.00211901371
999	0.002118169149
291075
